"lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"stress_level","~","General_Adversity",1.63359382643696,0.0730978519910233,22.3480414532231,0,1.49032466918731,1.7768629836866,0.890686676126227,0.673185343221377,0.673185343221377
"stress_level","~","mental_health_history",1.73210956635731,0.0788508775712534,21.9669028387426,0,1.57756468616828,1.88665444654635,1.73210956635731,0.654796893498843,1.30913687627683
